,Username,Ciudad,Departamento,Pais,Título,Pregunta,Propuesta,Descripción,Votos a favor
935,Germán Puerta Restrepo,Bogotá,Bogota D.C.,Colombia,"¿Cómo acercar a las personas a la literatura, el cine, la música y el arte?","¿Cómo acercar a las personas a la literatura, el cine, la música y el arte?",integración de la cultura científica en la cultura general de la población,"es esencial la apropiación social de la ciencia, la integración de la cultura científica a la sociedad, se requiere dena política, la educación científica y ambiental, mediante la divulgación de la ciencia básica entre el mayor número de personas en toda la extensión del territorio. es la única forma en la cual familias y escolares en forma cotidiana puedan obtener efectivamente los beneficios de la apropiación social de la ciencia. apoyar desde colciencias a gobernadores y alcaldes en la formulación de proyectos de planetarios, centros de ciencia y parques científicos regionales.",3
939,Gilberto Morales,Santiago de Cali,Valle del Cauca,Colombia,"¿Cómo protegemos a los niños de violencia, abuso y explotación?","¿Cómo protegemos a los niños de violencia, abuso y explotación?","formación de maestros en etapas de jardín, a bachillerato en educación sexual.","si queremos cambios, debemos iniciar desde ya para que en un lapso de 10 a 20 años se vean los resultados, y la mejor manera de evitar ese abuzo sexual en menores es educar; es necesario incluir en la formación de maestros de jardín a bachillerato, la asignatura de educación sexual, de esta forma los pequeños aprenden que su cuerpo solo es de domino de ellos y que nadie les puede manipular sus partes intimas, es brindarles seguridad, y actuar con propiedad cuando un adulto intente manosear sus cuerpos, esto debe ser alternado, con capacitaciones eventuales a padres de familia. el proyecto tiene que convertirse en ley de la república, que sea de carácter permanente y obligatorio.",3
946,Gloria Amparo Fonseca,Palmira,Valle del Cauca,Colombia,¿Cómo podrían las entidades públicas innovar para mejorar procesos y servicios?,"¿Cómo podrían las entidades públicas innovar para mejorar procesos, servicios y políticas públicas?",mas trabjo y menos enrredo,"tan facil
 personal no con mas estudio. si no personal mas agil, humano, y que tenga muy claro lonque hace en su puesto. menos personal aparentador.  afuera las palancas, fovores y compromisos en los cuales se tenga que pagar con puestos. no poner.edad para los.empleados hay muchas.persona calificadas serias y responsables esperando una oprtunidad.personal pensionado no debe laborar wn empresas del estado.(quita oportunidad a nuevos empleados. personal leal y compretido.",3
951,Gloria Elizabeth Benavides Caicedo,Santiago de Cali,Valle del Cauca,Colombia,¿Qué propones para conservar el patrimonio cultural del país?,¿Crees conocer sobre nuestro patrimonio cultural colombiano?,cultura como eje articulador de aprendizajes,"las prácticas artístisticas son utilizadas para apertura de eventos, homenajes, proyectos, marchas, y otras y están mostrando el aspecto positivo de un municipio, región o país, pero vemos como desde el interior de la institución educativa esta es relegada considerándola en muchas ocasiones un área que no es medida en el icfes y por tanto se le rebaja su intensidad horaria y es tomada como una hora de ""relleno"". articular los proyectos entre cultura y educación sería una excelente alternativa, proyectos desde primera infancia hasta el aula universitaria.",3
956,Gloria Muñoz,Bogotá,Bogota D.C.,Colombia,¿Cómo evitarías que los niños falten a clases en sus colegios?,¿Cómo evitarías que los niños falten a clases en sus colegios?,plan bienestar integral educativo,"estos talleres se plantean con el fin de brindar nuevas posibilidades estratégicas que faciliten cambios radicales de modelos de pensamiento, de esta forma aprender a educar la mente de forma positiva y contribuir en un nuevo servicio de desarrollo social, a través del turismo y la tecnología para el país.",3
958,Gloria Muñoz,Bogotá,Bogota D.C.,Colombia,¿Cuál es la mejor alternativa para que los jóvenes persigan sus sueños?,¿Cuál es la mejor alternativa para que los jóvenes persigan sus sueños?,plan bienestar integral empresarial,"estos talleres se plantean con el fin de brindar nuevas posibilidades estratégicas que faciliten cambios radicales de modelos de pensamiento, de esta forma aprender a educar la mente de forma positiva y contribuir en un nuevo servicio de desarrollo social, a través del turismo y la tecnología para el país.",3
961,Gloria Patricia Quintero Gomez,Medellín,Antioquia,Colombia,Plantea una forma de que no haya tantos intermediarios en el comercio del campo,¿Crees que la tecnología reducirá a los intermediarios del mercado?,permitir que los campecinos utilicen los polideportivos cubiertos los sábados,"organizando para que  organicen el sitio despues de utilizarlos, y si los artistas callejeros o musicos los acompañan motivando a la ciudadanía para que compren directanente al campecino",3
965,Gonzalo Acevedo Pulgarin,Rionegro,Antioquia,Colombia,Plantea una propuesta para mejorar la calidad en el sistema de salud,Plantea una propuesta para mejorar la calidad en el sistema de salud,aporte de los cotizantes,que sea el mini-salud quien administre sus propios recursos y no estar dependiendo del mini-hacienda.,3
971,Güii,Santiago de Cali,Valle del Cauca,Colombia,¿Cómo traerías el deporte a tu comunidad?,¿Cómo traerías el deporte a tu comunidad?,primera comunidad deportiva virtual de colombia,"a través de una plataforma virtual se vinculará las diferentes entidades y programas deportivos como convenios para que los usuarios puedan ingresar escoger su escuela a un menor costo comercial, con cobertura nacional y con la posibilidad de encontrar las mejores opciones de calidad evaluadas por los mismos usuarios.",3
987,Gustavo Sanchez Bocanegra,Bogotá,Bogota D.C.,Colombia,¿Cómo usarías la tecnología para acercar a las personas del campo a los TLCs?,¿Crees que el sector de agricultura debería abrirse paso en mercados internacionales?,tienda virtual,"construir una tienda virtual para aprovechar las tics, y construir sociedad, acabando con la intermediación y abaratando costos, que con un solo clic se pueda hacer mercado y con esto generamos empleo",3
992,Harold Mazo,Medellín,Antioquia,Colombia,¿Cómo podemos identificar fácilmente a los expendedores de droga?,¿Cómo podemos identificar fácilmente a los expendedores de droga?,mi barrio sin drogadicción,"el principal factor que fomenta el desarrollo de los expendios de droga son la demanda de los consumidores y la incapacidad de la comunidad de bloquear el acceso de estos consumidores debido al temor por realizaciones, sin embargo todos en casa barrio saben exactamente dónde están las ollas de vicio, el aparato legal debe volcarse a fomentar la participación ciudadana a través de recompensas que motiven a los ciudadanos a denunciar y apoyar la labor de entidades de policía judicial para eliminar dichas ollas y limpiar los barrios del consumo de drogas. las recompensas serían del 30% del valor comercial de los elementos incautados, incluyendo bienes muebles e inmuebles",3
1000,Hector Fredy Florez Vahos,Medellín,Antioquia,Colombia,Señala una estrategia que amplíe el acceso a la tecnología a través de Internet,Señala una estrategia que amplíe el acceso a la tecnología a través de Internet,seguridad humana en todo el territorio nacional,"desarrollar la ley 1575 de 2012, que es de obligatorio cumplimiento;  pero que en los municipios no se le esta dando cumplimiento por razones presupuesto. para lo cual se debe implementar directamente desde el gobierno nacional a través de   un decreto reglamentario que apropie los recursos toda vez que a nivel local las administraciones no lo están implementando.  desarrollar una forma que los recursos del fondo nacional de bomberos llegue a todos los municipios del país.",3
1006,Herbert Jair Diaz Diaz,Ibague,Tolima,Colombia,¿Cuál es tu propuesta para mejorar la educación en Colombia?,¿Cuál es tu propuesta para mejorar la educación en Colombia?,educación con visión de siglo xxi,"reformando la ley general de educación a partir de los nuevos cambios que ha traído consigo la globalización, haciendo particípe toda la sociedad y fundamentar las bases en competitividad, desarrollo, educación financiera, derechos humanos y en especial fomentar una educación que nos construya como sociedad ambiental.",3
1018,Hts,Acacias,Meta,Colombia,¿Qué procesos consideras importante agilizar a través de la tecnología?,¿Qué procesos consideras importante agilizar a través de la tecnología?,convalidacion de estudios en red,"las u tienen la información que el m requiere para convalidar. 1) si la u le envía esta información a es menos papel y más efectiva la información. la persona entrega copia digitalizada al m y con los datos puede pedir la información. es ir creando la base de datos de estudios realizados a nivel internacional de los interesados en convalidar. al llegar un estudio nuevo se solicita la información a la u y se agiliza el trámite, así baja el monto a cobrar, el tiempo y disminuye la inseguridad de títulos o información adulterada. eso llevaría a crear una red de datos de información de estudios académicos en col, que solo requería de validar la información, porque sería la suministrada por la u.",3
